Informazioni cronologiche,"Quando senti parlare di Intelligenza Artificiale, cosa ti viene in mente? ",Qual è la tua conoscenza dell'Intelligenza Artificiale? ,Come ti tieni aggiornato/a sull'AI? [Social Media],Come ti tieni aggiornato/a sull'AI? [Articoli scientifici],Come ti tieni aggiornato/a sull'AI? [Notizie],Come ti tieni aggiornato/a sull'AI? [Corsi/Formazione],Per ciascuno dei seguenti termini indica quanto conosci il suo significato [Intelligenza artificiale],Per ciascuno dei seguenti termini indica quanto conosci il suo significato [Intelligenza artificiale generativa],Per ciascuno dei seguenti termini indica quanto conosci il suo significato [Machine Learning (ML)],Per ciascuno dei seguenti termini indica quanto conosci il suo significato [Deep Learning (DL)],Per ciascuno dei seguenti termini indica quanto conosci il suo significato [Large Language Model (LLM)],Quanto pensi sia importante capire come funziona l'AI per poterla utilizzare in modo efficace? ,L'AI viene addestrata principalmente su dati creati da esseri umani. Quale pensi sia l'impatto più significativo di questo processo sui risultati generati? [L'AI riproduce e amplifica i pregiudizi presenti nei dati di addestramento umani],"L'AI viene addestrata principalmente su dati creati da esseri umani. Quale pensi sia l'impatto più significativo di questo processo sui risultati generati? [L'AI tende a essere più conservativa, limitandosi a ricombinare pattern esistenti invece di creare vera novità]",L'AI viene addestrata principalmente su dati creati da esseri umani. Quale pensi sia l'impatto più significativo di questo processo sui risultati generati? [L'AI rischia di perdere prospettive minoritarie poco rappresentate nei dati],L'AI viene addestrata principalmente su dati creati da esseri umani. Quale pensi sia l'impatto più significativo di questo processo sui risultati generati? [L'AI potrebbe sviluppare una visione distorta della realtà basata su contenuti online non rappresentativi],"L'AI viene addestrata principalmente su dati creati da esseri umani. Quale pensi sia l'impatto più significativo di questo processo sui risultati generati? [L'AI può rafforzare le tendenze dominanti presenti nei dati, creando un effetto ""bolla""]","Considerando che l'AI può anche imparare dai propri output (fenomeno noto come ""AI feedback loop""), quanto ti preoccupano questi scenari? [L'AI potrebbe allontanarsi gradualmente dalla comprensione della realtà umana]","Considerando che l'AI può anche imparare dai propri output (fenomeno noto come ""AI feedback loop""), quanto ti preoccupano questi scenari? [I bias iniziali potrebbero venire amplificati esponenzialmente]","Considerando che l'AI può anche imparare dai propri output (fenomeno noto come ""AI feedback loop""), quanto ti preoccupano questi scenari? [L'AI potrebbe sviluppare pattern comportamentali sempre più artificiali]","Considerando che l'AI può anche imparare dai propri output (fenomeno noto come ""AI feedback loop""), quanto ti preoccupano questi scenari? [La diversità dei contenuti generati potrebbe diminuire progressivamente]",Quanto pensi che l'AI attuale simuli bene il ragionamento umano?,"Con quali strumenti di AI hai interagito? [Chatbot conversazionali (es. ChatGPT per scrivere testi, rispondere a domande, aiuto nella programmazione)]","Con quali strumenti di AI hai interagito? [Generatori di immagini AI (es. DALL-E per creare arte, Midjourney per design, Photoshop AI per modificare foto)]","Con quali strumenti di AI hai interagito? [Assistenti vocali (es. Siri di Apple, Alexa di Amazon, Google Assistant per comandi vocali)]","Con quali strumenti di AI hai interagito? [Strumenti di produttività (es. Gmail Smart Compose per completamento email, Grammarly per correzione testi)]","Con quali strumenti di AI hai interagito? [Sistemi di raccomandazione (es. Netflix per film consigliati, Spotify per playlist personalizzate, Amazon per prodotti)]","Per quali scopi lo hai utilizzato?  [Generazione di Testo (copywriting, scrittura di articoli, descrizioni di prodotti, email)]",Per quali scopi lo hai utilizzato?  [Assistenza Virtuale e Customer Support],Per quali scopi lo hai utilizzato?  [Traduzione],Per quali scopi lo hai utilizzato?  [Analisi e Sintesi di Testi],Per quali scopi lo hai utilizzato?  [Educazione e Formazione],Per quali scopi lo hai utilizzato?  [Generazione di Codice e Programmazione],Per quali scopi lo hai utilizzato?  [Ricerca e Sperimentazione],Per quali scopi lo hai utilizzato?  [Creatività e Intrattenimento],Per quali scopi lo hai utilizzato?  [Analisi Dati e Previsioni],"Per quali scopi lo hai utilizzato?  [Consulenza professionale (legale, medica, finanziaria, psicologica ecc...)]",Ti è capitato di pagare per uno strumento AI?,"Se sei abbonato, quanto paghi mensilmente per i servizi di AI?",In cosa pensi l'AI sia particolarmente efficace?,In cosa pensi l'AI abbia ancora tanta strada da fare?,Quali ulteriori funzionalità vorresti vedere applicata in un AI Generativa?  ,Qual è l'AI che maggiormente utilizzi? [ChatGPT (OpenAI)],Qual è l'AI che maggiormente utilizzi? [Claude (Anthropic)],Qual è l'AI che maggiormente utilizzi? [Mistral],Qual è l'AI che maggiormente utilizzi? [Gemini (Google)],Qual è l'AI che maggiormente utilizzi? [LLaMA (Meta)],Qual è l'AI che maggiormente utilizzi? [Copilot (Microsoft)],"Qual è l'AI che maggiormente utilizzi? [Grok (X, ex Twitter)]",Vantaggi AI [Ottimizzazione del tempo],Vantaggi AI [Espansione della conoscenza],Vantaggi AI [Sviluppo di competenze],Vantaggi AI [Prospettive e idee diverse/Creatività aumentata],Vantaggi AI [Precisione e riduzione degli errori],"Svantaggi dell'AI, quanto pensi possano impattare? [Perdita di posti di lavoro]","Svantaggi dell'AI, quanto pensi possano impattare? [Perdita della privacy]","Svantaggi dell'AI, quanto pensi possano impattare? [Concentrazione di potere]","Svantaggi dell'AI, quanto pensi possano impattare? [Bias e discriminazioni]","Svantaggi dell'AI, quanto pensi possano impattare? [Trasparenza algoritmica (Black Box)]","Svantaggi dell'AI, quanto pensi possano impattare? [Dipendenza tecnologica]","Svantaggi dell'AI, quanto pensi possano impattare? [Superintelligenza(AI con coscienza)]","Svantaggi dell'AI, quanto pensi possano impattare? [Deepfake e disinformazione]","Svantaggi dell'AI, quanto pensi possano impattare? [Relazioni umane]","Svantaggi dell'AI, quanto pensi possano impattare? [Competenze umane]","Svantaggi dell'AI, quanto pensi possano impattare? [Decisioni automatizzate]","Svantaggi dell'AI, quanto pensi possano impattare? [Impatto ambientale]","Svantaggi dell'AI, quanto pensi possano impattare? [Utilizzo militare]",Settori che beneficieranno dell'AI  [Servizio clienti e call center],Settori che beneficieranno dell'AI  [Data entry e amministrazione di base],Settori che beneficieranno dell'AI  [Giornalismo],Settori che beneficieranno dell'AI  [Settore della produzione manifatturiera],"Settori che beneficieranno dell'AI  [Trasporti e logistica (autisti, magazzinieri)]",Settori che beneficieranno dell'AI  [Sanità (diagnostica)],Settori che beneficieranno dell'AI  [Educazione],Settori che beneficieranno dell'AI  [Grafica e design],Settori che beneficieranno dell'AI  [Traduttori],Settori che beneficieranno dell'AI  [Pubblicità e marketing digitale],Settori che beneficieranno dell'AI  [Contabilità],Settori che beneficieranno dell'AI  [Assistenza legale e revisione contratti],Settori che beneficieranno dell'AI  [Settore retail (vendita al dettaglio)],Settori che beneficieranno dell'AI  [Risorse umane],Settori che beneficieranno dell'AI  [Produzione musicale e audio],Settori che beneficieranno dell'AI  [Programmatore],Settori che beneficieranno dell'AI  [Intrattenimento],Settori che beneficieranno dell'AI  [Sicurezza],Settori che beneficieranno dell'AI  [Finanza],Settori che beneficieranno dell'AI  [Fitness],Settori che beneficieranno dell'AI  [Caregiving],"Sul lavoro, ti faresti dare volentieri istruzioni da un'AI?",Ruoli lavorativi a rischio sostituzione [Servizio clienti e call center],Ruoli lavorativi a rischio sostituzione [Data entry e amministrazione di base],Ruoli lavorativi a rischio sostituzione [Giornalismo],Ruoli lavorativi a rischio sostituzione [Settore della produzione manifatturiera],"Ruoli lavorativi a rischio sostituzione [Trasporti e logistica (autisti, magazzinieri)]",Ruoli lavorativi a rischio sostituzione [Sanità (diagnostica)],Ruoli lavorativi a rischio sostituzione [Educazione],Ruoli lavorativi a rischio sostituzione [Grafica e design],Ruoli lavorativi a rischio sostituzione [Traduttori],Ruoli lavorativi a rischio sostituzione [Pubblicità e marketing digitale],Ruoli lavorativi a rischio sostituzione [Contabilità],Ruoli lavorativi a rischio sostituzione [Assistenza legale e revisione contratti],Ruoli lavorativi a rischio sostituzione [Settore retail (vendita al dettaglio)],Ruoli lavorativi a rischio sostituzione [Risorse umane],Ruoli lavorativi a rischio sostituzione [Produzione musicale e audio],Ruoli lavorativi a rischio sostituzione [Programmatore],Ruoli lavorativi a rischio sostituzione [Intrattenimento],Ruoli lavorativi a rischio sostituzione [Sicurezza],Ruoli lavorativi a rischio sostituzione [Fitness],Ruoli lavorativi a rischio sostituzione [Caregiving],Chi dovrebbe essere responsabile legalmente per gli errori commessi da un sistema AI?  [Diagnosi mediche critiche],Chi dovrebbe essere responsabile legalmente per gli errori commessi da un sistema AI?  [Guida autonoma],Chi dovrebbe essere responsabile legalmente per gli errori commessi da un sistema AI?  [Decisioni giudiziarie],Chi dovrebbe essere responsabile legalmente per gli errori commessi da un sistema AI?  [Approvazione prestiti/mutui],Chi dovrebbe essere responsabile legalmente per gli errori commessi da un sistema AI?  [Assunzioni e licenziamenti],Chi dovrebbe essere responsabile legalmente per gli errori commessi da un sistema AI?  [Valutazione studenti/esami],Quanto pensi che l'essere umano sarà in grado di mantenere il controllo sui sistemi AI considerando il problema delle black box*?,"L'immagine sotto riportata, ritrae un calciatore molto famoso, l'immagine è stata creata con il modello AI Grok 2 di X come descritto dal watermark** in basso a destra.
Quanto ti preoccupa il fenomeno del deepfake*** o della disinformazione?","Considerati i potenziali rischi legati all'AI, quanto dovrebbe essere intenso l’intervento delle istituzioni nel monitorarne gli sviluppi? ","Come descriveresti, in generale, la tua esperienza con questo tipo di tecnologia? Ti senti più aiutato o più minacciato? (Scala da 1 a 5: 1 = molto minacciato, 5 = molto aiutato) ",Età: ,Genere:,Livello di istruzione: ,Occupazione attuale: ,Settore di lavoro o studio(se applicabile): ,Area Geografica di residenza:
18/12/2024 18.35.16,Un procedimento informatico molto complesso,2,Mai,Occasionalmente,Frequentemente,Mai,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco vagamente,Non lo conosco affatto,3,Significativo,Limitato,Massimo,Massimo,Significativo,Preoccupazione significativa,Preoccupazione moderata,Preoccupazione significativa,Preoccupazione limitata,3,Qualche volta,Raramente,Spesso,Spesso,Mai,Qualche volta,Qualche volta,Spesso,Spesso,Qualche volta,Mai,Qualche volta,Qualche volta,Qualche volta,Raramente,Mai,Non pago/Preferisco non rispondere,nella creazione di immagini fantasiose,nella introduzione di elementi di novità,non lo so,Raramente,Mai,Mai,Mai,Mai,Mai,Mai,Significativi,Eccezionali,Significativi,Moderati,Buoni,Impatto rilevante,Impatto moderato,Impatto grave,Impatto moderato,Impatto grave,Impatto grave,Impatto grave,Impatto critico,Impatto moderato,Impatto moderato,Impatto grave,Impatto rilevante,Impatto grave,Significativo,Significativo,Significativo,Moderato,Moderato,Buono,Significativo,Eccezionale,Significativo,Buono,Moderato,Buono,Buono,Significativo,Eccezionale,Eccezionale,Significativo,Eccezionale,Buono,Moderato,Buono,4,Rischio alto,Rischio moderato,Rischio critico,Rischio moderato,Rischio basso,Rischio basso,Rischio alto,Rischio critico,Rischio alto,Rischio basso,Rischio moderato,Rischio basso,Rischio basso,Rischio moderato,Rischio alto,Rischio critico,Rischio alto,Rischio critico,Rischio basso,Rischio minimo,Utente/Professionista che usa l'AI,Azienda sviluppatrice AI,Il governo o gli enti di regolamentazione,Azienda che usa l'AI,Azienda che usa l'AI,Azienda che usa l'AI,2,1,Dovrebbero essere obbligatori per legge su tutti i contenuti AI,4,55-64 anni,Maschile,Laurea magistrale/Master,Dipendente,Finanza / Economia,Nord Italia
19/12/2024 9.38.10,chatgpt,2,Molto frequentemente,Raramente,Molto frequentemente,Mai,Lo conosco vagamente,Non lo conosco affatto,Non lo conosco affatto,Non lo conosco affatto,Non lo conosco affatto,5,Significativo,Limitato,Moderato,Significativo,Massimo,Estremamente,Molto,Molto,Molto,3,Spesso,Mai,Spesso,Qualche volta,Sempre,Raramente,Qualche volta,Spesso,Raramente,Qualche volta,Raramente,Spesso,Spesso,Qualche volta,Qualche volta,Mai,Non pago/Preferisco non rispondere,risolvere qualsiasi genere di dubbio ,affinare le risposte ,al momento non saprei,Sempre,Mai,Mai,Mai,Mai,Mai,Mai,Eccezionali,Eccezionali,Moderati,Minimi,Significativi,Impatto critico,Impatto critico,Gravemente,Moderatamente,Moderatamente,Moderatamente,Poco,Moderatamente,Gravemente,Moderatamente,Gravemente,Gravemente,Poco,Significativo,Significativo,Buono,Significativo,Minimo,Moderato,Eccezionale,Eccezionale,Significativo,Eccezionale,Eccezionale,Significativo,Significativo,Significativo,Moderato,Eccezionale,Eccezionale,Minimo,Significativo,Eccezionale,Buono,5,Rischio alto,Rischio moderato,Rischio moderato,Rischio critico,Rischio moderato,Rischio basso,Rischio basso,Rischio alto,Rischio critico,Rischio critico,Rischio alto,Rischio moderato,Rischio moderato,Rischio moderato,Rischio alto,Rischio alto,Rischio alto,Rischio moderato,Rischio moderato,Rischio moderato,Combinazione di tutti gli autori coinvolti,Combinazione di tutti gli autori coinvolti,Combinazione di tutti gli autori coinvolti,Combinazione di tutti gli autori coinvolti,Combinazione di tutti gli autori coinvolti,Combinazione di tutti gli autori coinvolti,3,5,5,4,18-24 anni,Femminile,"Scuola secondaria superiore (Liceo, Istituto tecnico)",Studente,Educazione / Formazione,Nord Italia
19/12/2024 10.02.40,Chat GPT,3,Frequentemente,Mai,Frequentemente,Mai,Lo conosco in modo basilare,Lo conosco vagamente,Lo conosco vagamente,Non lo conosco affatto,Non lo conosco affatto,3,Limitato,Limitato,Limitato,Limitato,Moderato,Poco,Poco,Poco,Poco,4,Sempre,Qualche volta,Sempre,Mai,Sempre,Sempre,Qualche volta,Qualche volta,Qualche volta,Qualche volta,Mai,Mai,Mai,Mai,Raramente,Sono abbonato a più servizi,Meno di 30€,Aiuto compiti quotidiani ,Foto e video,Non so,Sempre,Mai,Mai,Mai,Mai,Mai,Mai,Eccezionali,Eccezionali,Eccezionali,Eccezionali,Eccezionali,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,5,Rischio alto,Rischio moderato,Rischio moderato,Rischio moderato,Rischio alto,Rischio moderato,Rischio moderato,Rischio alto,Rischio critico,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio critico,Rischio minimo,Rischio minimo,Rischio minimo,Rischio minimo,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,3,3,3,5,18-24 anni,Femminile,Laurea triennale,Libero professionista,Commercio / Vendite,Estero
19/12/2024 11.54.46,Principalmente ChatGPT ,4,Frequentemente,Raramente,Occasionalmente,Raramente,Lo conosco bene,Lo conosco bene,Lo conosco in modo basilare,Lo conosco vagamente,Non lo conosco affatto,2,Limitato,Moderato,Limitato,Moderato,Significativo,Poco,Moderatamente,Moderatamente,Poco,3,Spesso,Qualche volta,Qualche volta,Raramente,Spesso,Sempre,Qualche volta,Mai,Spesso,Spesso,Raramente,Mai,Qualche volta,Mai,Mai,Mai,Non pago/Preferisco non rispondere,L‘AI è particolarmente efficace nella sintesi di file di piccole dimensioni e ricerca di dati ,Vi sono grandi passi da fare nell’ambito della generazione di immagini e nell’ umanizzazione dei testi generati ,Non lo so ,Sempre,Mai,Mai,Mai,Mai,Mai,Mai,Significativi,Buoni,Moderati,Buoni,Significativi,Moderatamente,Moderatamente,Poco,Per nulla,Poco,Gravemente,Poco,Impatto critico,Moderatamente,Poco,Gravemente,Gravemente,Impatto critico,Buono,Moderato,Minimo,Buono,Minimo,Moderato,Buono,Buono,Eccezionale,Eccezionale,Significativo,Moderato,Moderato,Buono,Moderato,Significativo,Minimo,Moderato,Significativo,Minimo,Minimo,2,Rischio moderato,Rischio alto,Rischio basso,Rischio moderato,Rischio minimo,Rischio minimo,Rischio minimo,Rischio alto,Rischio critico,Rischio alto,Rischio moderato,Rischio basso,Rischio moderato,Rischio minimo,Rischio basso,Rischio alto,Rischio moderato,Rischio moderato,Rischio minimo,Rischio minimo,Combinazione di tutti gli autori coinvolti,Azienda sviluppatrice AI,Combinazione di tutti gli autori coinvolti,Utente/Professionista che usa l'AI,Azienda che usa l'AI,Utente/Professionista che usa l'AI,3,4,4,5,18-24 anni,Maschile,"Scuola secondaria superiore (Liceo, Istituto tecnico)",Studente,Ingegneria / Produzione,Nord Italia
19/12/2024 12.06.52,Uno strumento di creazione e supporto per attività quotidiane e non ,2,Frequentemente,Occasionalmente,Occasionalmente,Occasionalmente,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco in modo basilare,Non lo conosco affatto,5,Moderato,Limitato,Limitato,Moderato,Significativo,Moderatamente,Moderatamente,Poco,Poco,4,Qualche volta,Qualche volta,Qualche volta,Raramente,Qualche volta,Qualche volta,Qualche volta,Qualche volta,Mai,Mai,Mai,Qualche volta,Qualche volta,Raramente,Mai,Mai,Non pago/Preferisco non rispondere,Velocità di calcolo,Non lo so,Interazione nel sistema operativo ios ( sviluppato maggiormente),Spesso,Mai,Mai,Raramente,Mai,Mai,Mai,Significativi,Significativi,Significativi,Significativi,Significativi,Moderatamente,Poco,Poco,Poco,Moderatamente,Moderatamente,Moderatamente,Moderatamente,Poco,Poco,Moderatamente,Poco,Moderatamente,Buono,Buono,Buono,Moderato,Significativo,Significativo,Buono,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Significativo,Significativo,Buono,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Buono,5,Rischio alto,Rischio moderato,Rischio alto,Rischio moderato,Rischio alto,Rischio alto,Rischio moderato,Rischio alto,Rischio alto,Rischio alto,Rischio alto,Rischio moderato,Rischio moderato,Rischio moderato,Rischio alto,Rischio alto,Rischio moderato,Rischio moderato,Rischio moderato,Rischio moderato,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,2,3,3,4,18-24 anni,Maschile,Laurea triennale,Dipendente,Commercio / Vendite,Nord Italia
19/12/2024 14.46.14,Chatgpt,2,Raramente,Raramente,Raramente,Raramente,Lo conosco in modo basilare,Non lo conosco affatto,Non lo conosco affatto,Non lo conosco affatto,Non lo conosco affatto,2,Limitato,Minimo,Moderato,Limitato,Minimo,Poco,Poco,Moderatamente,Poco,2,Raramente,Raramente,Raramente,Mai,Qualche volta,Qualche volta,Mai,Qualche volta,Raramente,Raramente,Qualche volta,Raramente,Raramente,Qualche volta,Qualche volta,"Qualche volta, quando mi serve o per curiosità",+100€,I,I,I,Mai,Qualche volta,Mai,Qualche volta,Raramente,Raramente,Mai,Minimi,Moderati,Moderati,Moderati,Minimi,Per nulla,Poco,Per nulla,Poco,Poco,Poco,Per nulla,Poco,Poco,Per nulla,Poco,Per nulla,Poco,Minimo,Moderato,Minimo,Moderato,Moderato,Minimo,Minimo,Moderato,Moderato,Minimo,Minimo,Moderato,Moderato,Moderato,Moderato,Minimo,Moderato,Moderato,Moderato,Minimo,Moderato,3,Rischio moderato,Rischio basso,Rischio moderato,Rischio basso,Rischio moderato,Rischio basso,Rischio basso,Rischio moderato,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio moderato,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio moderato,Rischio basso,Azienda sviluppatrice AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Utente/Professionista che usa l'AI,Azienda sviluppatrice AI,3,1,4,5,35-44 anni,Femminile,Scuola primaria,Libero professionista,Commercio / Vendite,Nord Italia
19/12/2024 14.53.06,ChatGpt,2,Frequentemente,Raramente,Occasionalmente,Mai,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco vagamente,Lo conosco vagamente,Non lo conosco affatto,4,Limitato,Significativo,Limitato,Limitato,Moderato,Poco,Poco,Poco,Per nulla,3,Sempre,Spesso,Spesso,Raramente,Sempre,Spesso,Spesso,Sempre,Raramente,Raramente,Mai,Raramente,Qualche volta,Spesso,Qualche volta,Sono abbonato a un solo servizio,Meno di 30€,Se utilizzata bene permette di risparmiare molto tempo in molti casi,Ambito matematico ho notato che commette spesso degli errori,Non ho suggerimenti a riguardo,Sempre,Mai,Mai,Qualche volta,Mai,Qualche volta,Mai,Eccezionali,Buoni,Buoni,Moderati,Moderati,Gravemente,Poco,Moderatamente,Moderatamente,Moderatamente,Impatto critico,Impatto critico,Moderatamente,Gravemente,Gravemente,Gravemente,Impatto critico,Moderatamente,Eccezionale,Significativo,Significativo,Significativo,Significativo,Moderato,Moderato,Moderato,Eccezionale,Significativo,Eccezionale,Eccezionale,Buono,Moderato,Moderato,Significativo,Moderato,Eccezionale,Eccezionale,Moderato,Moderato,3,Rischio critico,Rischio alto,Rischio alto,Rischio moderato,Rischio alto,Rischio basso,Rischio basso,Rischio basso,Rischio critico,Rischio basso,Rischio alto,Rischio alto,Rischio basso,Rischio basso,Rischio basso,Rischio alto,Rischio minimo,Rischio alto,Rischio moderato,Rischio moderato,Azienda che usa l'AI,Azienda sviluppatrice AI,Azienda che usa l'AI,Azienda sviluppatrice AI,Azienda che usa l'AI,Azienda che usa l'AI,3,4,2,4,18-24 anni,Maschile,Laurea triennale,Libero professionista,Finanza / Economia,Nord Italia
19/12/2024 14.56.36,Chatgpt,3,Occasionalmente,Mai,Frequentemente,Raramente,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco in modo basilare,Lo conosco vagamente,4,Limitato,Significativo,Significativo,Limitato,Significativo,Poco,Moderatamente,Per nulla,Molto,2,Sempre,Sempre,Sempre,Qualche volta,Spesso,Spesso,Spesso,Mai,Spesso,Spesso,Mai,Spesso,Sempre,Mai,Raramente,"Qualche volta, quando mi serve o per curiosità",Meno di 30€,Rispondere a domande ,Generazione di testo informali ,Più umanità ,Sempre,Mai,Mai,Spesso,Mai,Mai,Mai,Significativi,Significativi,Significativi,Moderati,Moderati,Poco,Moderatamente,Poco,Poco,Poco,Moderatamente,Poco,Moderatamente,Poco,Poco,Poco,Per nulla,Gravemente,Eccezionale,Eccezionale,Buono,Minimo,Moderato,Minimo,Moderato,Buono,Moderato,Eccezionale,Significativo,Minimo,Minimo,Moderato,Minimo,Significativo,Moderato,Significativo,Moderato,Minimo,Moderato,3,Rischio critico,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio basso,Rischio minimo,Rischio basso,Rischio minimo,Rischio minimo,Utente/Professionista che usa l'AI,Il governo o gli enti di regolamentazione,Il governo o gli enti di regolamentazione,Azienda che usa l'AI,Azienda che usa l'AI,Il governo o gli enti di regolamentazione,3,5,4,4,18-24 anni,Maschile,"Scuola secondaria superiore (Liceo, Istituto tecnico)",Studente,Finanza / Economia,Nord Italia
19/12/2024 15.00.11,Chatgpt ,2,Molto frequentemente,Raramente,Frequentemente,Mai,Lo conosco in modo basilare,Non lo conosco affatto,Non lo conosco affatto,Non lo conosco affatto,Non lo conosco affatto,5,Moderato,Minimo,Limitato,Significativo,Massimo,Estremamente,Moderatamente,Molto,Moderatamente,4,Spesso,Mai,Spesso,Qualche volta,Sempre,Qualche volta,Mai,Spesso,Raramente,Mai,Mai,Mai,Raramente,Mai,Mai,Mai,Non pago/Preferisco non rispondere,A risolvere cose per cui l’uomo impiegherebbe troppo tempo ,Sostituzione del pensiero umano ,empatia,Sempre,Mai,Mai,Sempre,Mai,Mai,Mai,Eccezionali,Significativi,Minimi,Minimi,Buoni,Impatto critico,Poco,Impatto critico,Poco,Per nulla,Impatto critico,Impatto critico,Poco,Impatto critico,Impatto critico,Impatto critico,Impatto critico,Impatto critico,Significativo,Significativo,Eccezionale,Moderato,Minimo,Eccezionale,Significativo,Eccezionale,Minimo,Eccezionale,Moderato,Eccezionale,Moderato,Minimo,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Eccezionale,Minimo,Minimo,2,Rischio critico,Rischio critico,Rischio critico,Rischio moderato,Rischio moderato,Rischio alto,Rischio moderato,Rischio moderato,Rischio alto,Rischio alto,Rischio alto,Rischio moderato,Rischio critico,Rischio moderato,Rischio critico,Rischio alto,Rischio alto,Rischio critico,Rischio critico,Rischio moderato,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,Azienda sviluppatrice AI,2,5,5,3,18-24 anni,Femminile,"Scuola secondaria superiore (Liceo, Istituto tecnico)",Studente,Educazione / Formazione,Nord Italia
19/12/2024 15.05.13,Futuro,3,Molto frequentemente,Raramente,Occasionalmente,Occasionalmente,Lo conosco bene,Lo conosco bene,Lo conosco bene,Lo conosco bene,Lo conosco bene,5,Significativo,Limitato,Massimo,Significativo,Moderato,Estremamente,Molto,Molto,Molto,2,Sempre,Qualche volta,Raramente,Qualche volta,Qualche volta,Qualche volta,Spesso,Spesso,Spesso,Sempre,Spesso,Sempre,Sempre,Spesso,Raramente,Mai,Non pago/Preferisco non rispondere,Tutto ciò che è scentifico,Lato umano,Più precisione,Sempre,Raramente,Raramente,Raramente,Raramente,Raramente,Raramente,Eccezionali,Eccezionali,Eccezionali,Eccezionali,Eccezionali,Impatto critico,Gravemente,Moderatamente,Poco,Poco,Impatto critico,Moderatamente,Poco,Poco,Poco,Poco,Poco,Gravemente,Significativo,Eccezionale,Buono,Buono,Significativo,Significativo,Eccezionale,Significativo,Eccezionale,Significativo,Eccezionale,Eccezionale,Buono,Minimo,Significativo,Eccezionale,Eccezionale,Eccezionale,Significativo,Moderato,Moderato,3,Rischio critico,Rischio critico,Rischio moderato,Rischio minimo,Rischio minimo,Rischio moderato,Rischio moderato,Rischio moderato,Rischio critico,Rischio alto,Rischio critico,Rischio alto,Rischio basso,Rischio basso,Rischio alto,Rischio moderato,Rischio alto,Rischio alto,Rischio basso,Rischio minimo,Combinazione di tutti gli autori coinvolti,Azienda che usa l'AI,Il governo o gli enti di regolamentazione,Azienda sviluppatrice AI,Azienda che usa l'AI,Il governo o gli enti di regolamentazione,3,4,4,3,18-24 anni,Maschile,"Scuola secondaria superiore (Liceo, Istituto tecnico)",Studente,Tecnologia / IT,Nord Italia
